"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID500230",17,"Tonle Sap",1,2,2,4000,1000,500,3760000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500267",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500279",14,"Plain",1,0.6,0.6,9000,1500,3000,9000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500296",7,"Coastal",1,1,1,3000,0,0,3060000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500354",14,"Plain",1,0.8,0.8,6000,1850,1000,5820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500408",18,"Coastal",1,1,1,2700,0,0,2430000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500424",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500427",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500428",20,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500622",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500836",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500981",7,"Coastal",1,2.1,2.1,11040,2520,3000,10488000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501164",17,"Tonle Sap",1,4,4,11000,2000,3500,12155000,1,3,3,5000,0,2500,0.5,1,0.42223787,0.41782731,0,27500000,5500
"HID501170",25,"Plain",1,0.5,0.5,2400,700,500,1920000,1,1,1,800,0,400,0.5,1,0.5767678,0.61538464,0,3200000,4000
"HID501392",21,"Plain",1,0.0264,0.0264,400,0,0,372000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501500",20,"Plain",1,0.4,0.4,1000,0,0,900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501571",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,NA,NA,100,0,0,0,0,NA,NA,1,400000,4000
"HID501580",11,"Mountain",1,1.7,1.7,8000,1000,3000,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501617",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501728",1,"Tonle Sap",1,6.5,6.5,12000,3000,3000,9600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501836",14,"Plain",1,0.62,0.62,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID501894",20,"Plain",1,1.35,1.35,6600,0,0,5940000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502298",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502354",21,"Plain",1,0,1.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502386",2,"Tonle Sap",1,2,2,18000,600,5400,13500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502424",18,"Coastal",1,1.3,1.3,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502449",4,"Tonle Sap",1,0.1598,0.1598,960,0,0,864000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502588",21,"Plain",1,0.2,0.2,1400,0,0,1302000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502618",3,"Plain",1,0.8,0.8,4000,0,0,3600000,1,0,2.5,0,NA,NA,NA,NA,0.43103448,0.42735043,0,NA,NA
"HID502871",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502892",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502950",2,"Tonle Sap",1,0.48,0.48,400,0,0,360000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID502989",NA,"",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503066",23,"Coastal",1,0.96,0.96,4000,0,0,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503131",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,0,3,0,NA,NA,NA,NA,0.99900103,0.98231828,0,NA,NA
"HID503150",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503164",5,"Mountain",1,0.4,0.4,5400,1200,1500,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503275",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503315",7,"Coastal",1,0.3,0.3,1040,0,0,1060800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503319",14,"Plain",1,1,1,8000,1500,2500,8400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503407",1,"Tonle Sap",1,0.5,0.5,200,0,0,180000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503445",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503475",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503488",15,"Tonle Sap",1,1.5,1.5,3000,1000,500,3000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503492",21,"Plain",1,0.1,0.1,500,0,0,465000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503680",14,"Plain",1,0.6,0.6,3600,0,0,3348000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503762",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503789",21,"Plain",1,2,2,40000,8000,12000,40000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503907",8,"Plain",1,0.5,0.5,2800,0,0,2520000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID503914",17,"Tonle Sap",1,0,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504032",14,"Plain",1,0.7,0.7,4000,1500,500,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504186",5,"Mountain",1,1.5,1.5,3600,1000,800,3960000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504194",2,"Tonle Sap",1,1.2,1.2,18000,1000,8000,17280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504221",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504366",8,"Plain",1,0.58,0.58,1920,0,0,1728000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504406",20,"Plain",1,4.6,4.6,25800,2000,8900,28380000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504458",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,0.5,0.5,200,0,100,0.5,1,1,0.90909088,0,700000,3500
"HID504472",8,"Plain",1,6,6,48000,2000,22000,38400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504539",7,"Coastal",1,0.91,0.91,700,0,0,714000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504547",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504564",7,"Coastal",1,5.8,5.8,32000,2000,14000,30400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504592",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504598",14,"Plain",1,7.2,7.2,57600,4000,24800,43200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504648",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504781",8,"Plain",1,0,0.52,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504785",3,"Plain",1,0.7564,0.7564,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504900",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504949",17,"Tonle Sap",1,1,1,2000,0,0,1900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504953",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID504964",9,"Coastal",1,0,0.24,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505054",2,"Tonle Sap",1,1,1,5000,0,0,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505219",3,"Plain",1,0.18,0.18,2000,150,850,1600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505306",6,"Tonle Sap",1,2,2,5600,0,2500,5320000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505310",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505478",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505498",17,"Tonle Sap",1,1,1,1800,0,0,1710000,1,1,1,400,0,200,0.5,1,0.49845478,0.45628762,0,1200000,3000
"HID505500",4,"Tonle Sap",1,1,1,8000,1000,3000,5600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505515",20,"Plain",1,2.04,2.04,10000,2000,3000,8000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505582",5,"Mountain",1,0.3,0.3,1200,0,0,1320000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505603",21,"Plain",1,0.3,0.3,1560,0,0,1450800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505651",18,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505734",21,"Plain",1,1.7,1.7,8000,1000,3000,24000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505797",3,"Plain",1,0.7,0.7,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID505993",17,"Tonle Sap",1,1,1,3000,0,0,2850000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506052",20,"Plain",1,2.2,2.2,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506150",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,17,17,34000,0,17000,0.5,1,0.99941212,0.99089539,0,108800000,3200
"HID506159",25,"Plain",1,0.8,0.8,3000,1000,500,2700000,1,0.5,0.5,1200,0,600,0.5,1,0.33288947,0.28089887,0,6000000,5000
"HID506204",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506229",20,"Plain",1,2.5,2.5,8800,2250,2000,7040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506273",21,"Plain",1,5,5,60000,0,30000,48000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506295",2,"Tonle Sap",1,4,4,24000,0,12000,24000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506320",2,"Tonle Sap",1,1,1,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506526",12,"Phnom Penh",1,0.4,0.4,960,0,0,1152000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506528",14,"Plain",1,0.5,0.5,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506653",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506661",5,"Mountain",1,10.5,10.5,27800,2100,11000,30580000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506675",1,"Tonle Sap",1,0.45,0.48,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506696",8,"Plain",1,0.5,0.5,5600,0,0,5040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506731",3,"Plain",1,1.02,1.02,3200,0,0,2880000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506759",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506797",25,"Plain",1,0.38,0.38,2400,0,0,2280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506988",5,"Mountain",1,0.46,0.46,4000,1000,1000,4400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID506994",21,"Plain",1,0.5,0.5,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507051",7,"Coastal",1,0.55,0.55,3000,0,0,3060000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507121",21,"Plain",1,2,2,8000,2000,2000,5840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507285",14,"Plain",1,2,3,36000,1500,16500,27000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507291",2,"Tonle Sap",1,0.32,0.32,2000,0,1000,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507367",5,"Mountain",1,0.67,0.67,2400,0,0,2640000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507393",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507486",14,"Plain",1,0.3,0.3,1300,0,0,1209000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507607",21,"Plain",1,0.55,0.55,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507733",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507809",21,"Plain",1,0.3,0.3,1700,0,0,1581000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507820",14,"Plain",1,0.5,0.5,3600,0,0,3348000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID507974",2,"Tonle Sap",1,7,7,20000,3600,5000,19000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508098",6,"Tonle Sap",1,0.25,0.25,640,0,0,576000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508108",17,"Tonle Sap",1,3,6,6000,0,0,5700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508189",18,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508292",12,"Phnom Penh",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508302",5,"Mountain",1,0.4,0.4,840,0,0,924000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508314",21,"Plain",1,0.17,0.17,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508397",6,"Tonle Sap",1,1,1,1050,0,0,945000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508432",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508502",18,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508527",19,"Mountain",1,2,2,6000,0,0,6000000,1,NA,1,60,0,30,0.5,1,0.31241214,0.30303031,0,180000,3000
"HID508669",4,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508717",21,"Plain",1,0.2,0.2,300,0,0,279000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508838",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508897",10,"Mountain",1,1,1,7000,1500,2000,7000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID508921",17,"Tonle Sap",1,1.08,1.08,7000,0,0,6650000,1,NA,NA,200,0,100,0.5,1,NA,NA,0,600000,3000
"HID508995",12,"Phnom Penh",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509078",7,"Coastal",1,0.44,0.44,1920,0,0,1958400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509093",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509175",20,"Plain",1,2,2,13000,0,0,11700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509334",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509422",21,"Plain",1,0.23,0.23,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509443",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509536",11,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509550",10,"Mountain",1,1.3,1.3,6000,1500,1500,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509554",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509593",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509744",2,"Tonle Sap",1,3,3,13000,1500,5000,11700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID509924",4,"Tonle Sap",1,1.604,1.604,3600,0,0,3240000,1,NA,NA,80,0,40,0.5,1,NA,NA,0,320000,4000
"HID509953",7,"Coastal",1,0.5,0.5,4000,0,0,4080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510018",7,"Coastal",1,0.5,0.5,2000,0,0,2040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510087",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510159",17,"Tonle Sap",1,2,2,2000,0,0,1900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510402",4,"Tonle Sap",1,1.5,1.5,12000,2000,4000,9720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510564",2,"Tonle Sap",1,3.5,3.5,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510584",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510591",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510746",12,"Phnom Penh",1,0.2,0.8,1400,0,0,1680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510800",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510816",17,"Tonle Sap",1,1,1,1800,0,0,1710000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510817",21,"Plain",1,0.38,0.38,2600,0,0,2418000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510821",13,"Mountain",1,26,26,100000,5000,45000,110000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510836",2,"Tonle Sap",1,10,10,28000,9000,5000,27300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510849",8,"Plain",1,0,0.3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510874",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID510937",15,"Tonle Sap",1,0.0025,0.0025,50,0,0,45000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511081",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511218",2,"Tonle Sap",1,0.5,0.5,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511240",4,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511286",1,"Tonle Sap",1,1.5,1.5,7000,1400,2100,8400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511298",14,"Plain",1,0.6,0.6,3400,0,0,3162000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511323",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511375",10,"Mountain",1,2,2,5000,0,0,5000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511387",8,"Plain",1,5,5,50000,2000,23000,34500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511536",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511594",21,"Plain",1,0.65,0.65,5160,1580,1000,4128000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511628",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID511636",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512326",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512336",3,"Plain",1,0.5,0.5,1120,0,0,1008000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512369",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512381",5,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512595",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512652",3,"Plain",1,1.5,1.55,6890,0,2600,8268000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512653",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512699",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512711",22,"Tonle Sap",1,0.57,0.57,1400,0,0,1190000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512756",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512861",5,"Mountain",1,0.7,0.7,4000,500,1000,4200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512865",21,"Plain",1,0.6,0.6,5000,1000,1500,4250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512896",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512978",2,"Tonle Sap",1,2.8,2.8,6000,500,2500,4200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID512998",19,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID513035",20,"Plain",1,0.7,0.7,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID513452",25,"Plain",1,0.5,0.5,2000,0,0,1900000,1,0,0.5,0,NA,NA,NA,NA,0.48402712,0.5,0,NA,NA
"HID513469",5,"Mountain",1,0.2,0.2,800,0,0,880000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID513717",12,"Phnom Penh",1,0.5,0.5,1200,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID513729",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
